2019-01-11 19:05:47,376|INFO|15596|0
2019-01-11 19:05:47,377|INFO|15596|True
2019-01-11 19:05:47,377|INFO|15596|Saving schedule. (0)
2019-01-11 19:05:47,561|INFO|15596|0
2019-01-11 19:05:47,562|INFO|15596|0
2019-01-11 19:05:47,562|INFO|15596|0
2019-01-11 19:05:47,562|INFO|15596|-4290
2019-01-11 19:05:47,562|INFO|15596|0
2019-01-11 19:05:47,562|INFO|15596|0
2019-01-11 19:05:47,562|INFO|15596|-4290
2019-01-11 19:05:47,564|INFO|15596|0
2019-01-11 19:05:47,564|INFO|15596|0
2019-01-11 19:05:47,564|INFO|15596|0
2019-01-11 19:05:47,564|INFO|15596|-4290
2019-01-11 19:05:47,564|INFO|15596|0
2019-01-11 19:05:47,564|INFO|15596|0
2019-01-11 19:05:47,564|INFO|15596|-4290
2019-01-11 19:05:47,564|INFO|15596|Round 1: score -4290.00 (0). Elapsed time: 0.89 sec.
2019-01-11 19:05:48,326|INFO|15596|9252
2019-01-11 19:05:48,326|INFO|15596|1385.5340786339486
2019-01-11 19:05:48,326|INFO|15596|0
2019-01-11 19:05:48,326|INFO|15596|-4290
2019-01-11 19:05:48,326|INFO|15596|0
2019-01-11 19:05:48,326|INFO|15596|9252
2019-01-11 19:05:48,326|INFO|15596|6347.534078633948
2019-01-11 19:05:48,326|INFO|15596|0
2019-01-11 19:05:48,326|INFO|15596|0
2019-01-11 19:05:48,326|INFO|15596|0
2019-01-11 19:05:48,326|INFO|15596|-4290
2019-01-11 19:05:48,326|INFO|15596|0
2019-01-11 19:05:48,326|INFO|15596|0
2019-01-11 19:05:48,326|INFO|15596|-4290
2019-01-11 19:05:48,326|INFO|15596|-4290
2019-01-11 19:05:48,326|INFO|15596|6347.534078633948
2019-01-11 19:05:48,342|INFO|15596|9252
2019-01-11 19:05:48,342|INFO|15596|1385.5340786339486
2019-01-11 19:05:48,342|INFO|15596|0
2019-01-11 19:05:48,342|INFO|15596|-4290
2019-01-11 19:05:48,342|INFO|15596|0
2019-01-11 19:05:48,342|INFO|15596|9252
2019-01-11 19:05:48,342|INFO|15596|6347.534078633948
2019-01-11 19:05:48,349|INFO|15596|9252
2019-01-11 19:05:48,349|INFO|15596|440.0518856689668
2019-01-11 19:05:48,349|INFO|15596|0
2019-01-11 19:05:48,349|INFO|15596|-129.776092331226
2019-01-11 19:05:48,349|INFO|15596|0
2019-01-11 19:05:48,349|INFO|15596|9252
2019-01-11 19:05:48,349|INFO|15596|9562.275793337742
2019-01-11 19:05:48,349|INFO|15596|9252
2019-01-11 19:05:48,349|INFO|15596|440.0518856689668
2019-01-11 19:05:48,349|INFO|15596|0
2019-01-11 19:05:48,349|INFO|15596|-129.776092331226
2019-01-11 19:05:48,349|INFO|15596|0
2019-01-11 19:05:48,349|INFO|15596|9252
2019-01-11 19:05:48,349|INFO|15596|9562.275793337742
2019-01-11 19:05:48,349|INFO|15596|Round 2: score 9562.28 (9252). Elapsed time: 1.69 sec.
2019-01-11 19:05:49,277|INFO|15596|9616
2019-01-11 19:05:49,277|INFO|15596|387.57151244948756
2019-01-11 19:05:49,277|INFO|15596|0
2019-01-11 19:05:49,277|INFO|15596|-129.776092331226
2019-01-11 19:05:49,277|INFO|15596|0
2019-01-11 19:05:49,277|INFO|15596|9616
2019-01-11 19:05:49,277|INFO|15596|9873.795420118262
2019-01-11 19:05:49,277|INFO|15596|9252
2019-01-11 19:05:49,277|INFO|15596|440.0518856689668
2019-01-11 19:05:49,277|INFO|15596|0
2019-01-11 19:05:49,277|INFO|15596|-129.776092331226
2019-01-11 19:05:49,277|INFO|15596|0
2019-01-11 19:05:49,277|INFO|15596|9252
2019-01-11 19:05:49,277|INFO|15596|9562.275793337742
2019-01-11 19:05:49,277|INFO|15596|9562.275793337742
2019-01-11 19:05:49,277|INFO|15596|9873.795420118262
2019-01-11 19:05:49,293|INFO|15596|9616
2019-01-11 19:05:49,293|INFO|15596|387.57151244948756
2019-01-11 19:05:49,293|INFO|15596|0
2019-01-11 19:05:49,293|INFO|15596|-129.776092331226
2019-01-11 19:05:49,293|INFO|15596|0
2019-01-11 19:05:49,293|INFO|15596|9616
2019-01-11 19:05:49,293|INFO|15596|9873.795420118262
2019-01-11 19:05:49,293|INFO|15596|9616
2019-01-11 19:05:49,293|INFO|15596|320.75914825207246
2019-01-11 19:05:49,293|INFO|15596|0
2019-01-11 19:05:49,293|INFO|15596|-85.8076716615832
2019-01-11 19:05:49,293|INFO|15596|0
2019-01-11 19:05:49,293|INFO|15596|9616
2019-01-11 19:05:49,293|INFO|15596|9850.95147659049
2019-01-11 19:05:49,311|INFO|15596|9616
2019-01-11 19:05:49,311|INFO|15596|320.75914825207246
2019-01-11 19:05:49,311|INFO|15596|0
2019-01-11 19:05:49,311|INFO|15596|-85.8076716615832
2019-01-11 19:05:49,311|INFO|15596|0
2019-01-11 19:05:49,311|INFO|15596|9616
2019-01-11 19:05:49,311|INFO|15596|9850.95147659049
2019-01-11 19:05:49,311|INFO|15596|Round 3: score 9850.95 (9616). Elapsed time: 2.64 sec.
2019-01-11 19:05:50,186|INFO|15596|9136
2019-01-11 19:05:50,186|INFO|15596|312.30434631047166
2019-01-11 19:05:50,186|INFO|15596|0
2019-01-11 19:05:50,186|INFO|15596|-85.2076180136001
2019-01-11 19:05:50,186|INFO|15596|0
2019-01-11 19:05:50,186|INFO|15596|9136
2019-01-11 19:05:50,186|INFO|15596|9363.096728296872
2019-01-11 19:05:50,204|INFO|15596|9616
2019-01-11 19:05:50,204|INFO|15596|320.75914825207246
2019-01-11 19:05:50,204|INFO|15596|0
2019-01-11 19:05:50,204|INFO|15596|-85.8076716615832
2019-01-11 19:05:50,204|INFO|15596|0
2019-01-11 19:05:50,204|INFO|15596|9616
2019-01-11 19:05:50,204|INFO|15596|9850.95147659049
2019-01-11 19:05:50,204|INFO|15596|9850.95147659049
2019-01-11 19:05:50,204|INFO|15596|9363.096728296872
2019-01-11 19:05:50,204|INFO|15596|9616
2019-01-11 19:05:50,204|INFO|15596|320.75914825207246
2019-01-11 19:05:50,204|INFO|15596|0
2019-01-11 19:05:50,204|INFO|15596|-85.8076716615832
2019-01-11 19:05:50,204|INFO|15596|0
2019-01-11 19:05:50,204|INFO|15596|9616
2019-01-11 19:05:50,204|INFO|15596|9850.95147659049
2019-01-11 19:05:50,219|INFO|15596|9616
2019-01-11 19:05:50,219|INFO|15596|320.75914825207246
2019-01-11 19:05:50,219|INFO|15596|0
2019-01-11 19:05:50,219|INFO|15596|-85.8076716615832
2019-01-11 19:05:50,219|INFO|15596|0
2019-01-11 19:05:50,219|INFO|15596|9616
2019-01-11 19:05:50,219|INFO|15596|9850.95147659049
2019-01-11 19:05:50,219|INFO|15596|9616
2019-01-11 19:05:50,219|INFO|15596|320.75914825207246
2019-01-11 19:05:50,219|INFO|15596|0
2019-01-11 19:05:50,219|INFO|15596|-85.8076716615832
2019-01-11 19:05:50,219|INFO|15596|0
2019-01-11 19:05:50,219|INFO|15596|9616
2019-01-11 19:05:50,219|INFO|15596|9850.95147659049
2019-01-11 19:05:50,219|INFO|15596|Round 4: score 9850.95 (9616). Elapsed time: 3.56 sec.
2019-01-11 19:05:51,096|INFO|15596|8980
2019-01-11 19:05:51,096|INFO|15596|309.8495994369914
2019-01-11 19:05:51,096|INFO|15596|0
2019-01-11 19:05:51,096|INFO|15596|-86.60774319222733
2019-01-11 19:05:51,096|INFO|15596|0
2019-01-11 19:05:51,096|INFO|15596|8980
2019-01-11 19:05:51,096|INFO|15596|9203.241856244764
2019-01-11 19:05:51,112|INFO|15596|9616
2019-01-11 19:05:51,112|INFO|15596|320.75914825207246
2019-01-11 19:05:51,112|INFO|15596|0
2019-01-11 19:05:51,112|INFO|15596|-85.8076716615832
2019-01-11 19:05:51,112|INFO|15596|0
2019-01-11 19:05:51,112|INFO|15596|9616
2019-01-11 19:05:51,112|INFO|15596|9850.95147659049
2019-01-11 19:05:51,112|INFO|15596|9850.95147659049
2019-01-11 19:05:51,112|INFO|15596|9203.241856244764
2019-01-11 19:05:51,112|INFO|15596|9616
2019-01-11 19:05:51,112|INFO|15596|320.75914825207246
2019-01-11 19:05:51,112|INFO|15596|0
2019-01-11 19:05:51,112|INFO|15596|-85.8076716615832
2019-01-11 19:05:51,112|INFO|15596|0
2019-01-11 19:05:51,112|INFO|15596|9616
2019-01-11 19:05:51,112|INFO|15596|9850.95147659049
2019-01-11 19:05:51,129|INFO|15596|9616
2019-01-11 19:05:51,129|INFO|15596|320.75914825207246
2019-01-11 19:05:51,129|INFO|15596|0
2019-01-11 19:05:51,129|INFO|15596|-85.8076716615832
2019-01-11 19:05:51,129|INFO|15596|0
2019-01-11 19:05:51,129|INFO|15596|9616
2019-01-11 19:05:51,129|INFO|15596|9850.95147659049
2019-01-11 19:05:51,129|INFO|15596|9616
2019-01-11 19:05:51,129|INFO|15596|320.75914825207246
2019-01-11 19:05:51,129|INFO|15596|0
2019-01-11 19:05:51,129|INFO|15596|-85.8076716615832
2019-01-11 19:05:51,129|INFO|15596|0
2019-01-11 19:05:51,129|INFO|15596|9616
2019-01-11 19:05:51,129|INFO|15596|9850.95147659049
2019-01-11 19:05:51,129|INFO|15596|Round 5: score 9850.95 (9616). Elapsed time: 4.47 sec.
2019-01-11 19:05:52,031|INFO|15596|9308
2019-01-11 19:05:52,031|INFO|15596|316.9777599655936
2019-01-11 19:05:52,031|INFO|15596|0
2019-01-11 19:05:52,031|INFO|15596|-85.00760013093907
2019-01-11 19:05:52,031|INFO|15596|0
2019-01-11 19:05:52,031|INFO|15596|9308
2019-01-11 19:05:52,031|INFO|15596|9539.970159834655
2019-01-11 19:05:52,042|INFO|15596|9616
2019-01-11 19:05:52,042|INFO|15596|320.75914825207246
2019-01-11 19:05:52,042|INFO|15596|0
2019-01-11 19:05:52,042|INFO|15596|-85.8076716615832
2019-01-11 19:05:52,042|INFO|15596|0
2019-01-11 19:05:52,042|INFO|15596|9616
2019-01-11 19:05:52,042|INFO|15596|9850.95147659049
2019-01-11 19:05:52,042|INFO|15596|9850.95147659049
2019-01-11 19:05:52,042|INFO|15596|9539.970159834655
2019-01-11 19:05:52,042|INFO|15596|9616
2019-01-11 19:05:52,042|INFO|15596|320.75914825207246
2019-01-11 19:05:52,042|INFO|15596|0
2019-01-11 19:05:52,042|INFO|15596|-85.8076716615832
2019-01-11 19:05:52,042|INFO|15596|0
2019-01-11 19:05:52,042|INFO|15596|9616
2019-01-11 19:05:52,042|INFO|15596|9850.95147659049
2019-01-11 19:05:52,059|INFO|15596|9616
2019-01-11 19:05:52,059|INFO|15596|320.75914825207246
2019-01-11 19:05:52,059|INFO|15596|0
2019-01-11 19:05:52,059|INFO|15596|-85.8076716615832
2019-01-11 19:05:52,059|INFO|15596|0
2019-01-11 19:05:52,059|INFO|15596|9616
2019-01-11 19:05:52,059|INFO|15596|9850.95147659049
2019-01-11 19:05:52,067|INFO|15596|9616
2019-01-11 19:05:52,067|INFO|15596|320.75914825207246
2019-01-11 19:05:52,067|INFO|15596|0
2019-01-11 19:05:52,067|INFO|15596|-85.8076716615832
2019-01-11 19:05:52,067|INFO|15596|0
2019-01-11 19:05:52,067|INFO|15596|9616
2019-01-11 19:05:52,067|INFO|15596|9850.95147659049
2019-01-11 19:05:52,071|INFO|15596|Round 6: score 9850.95 (9616). Elapsed time: 5.40 sec.
2019-01-11 19:05:52,943|INFO|15596|9372
2019-01-11 19:05:52,943|INFO|15596|308.1182608695442
2019-01-11 19:05:52,943|INFO|15596|0
2019-01-11 19:05:52,943|INFO|15596|-85.8076716615832
2019-01-11 19:05:52,943|INFO|15596|0
2019-01-11 19:05:52,943|INFO|15596|9372
2019-01-11 19:05:52,943|INFO|15596|9594.31058920796
2019-01-11 19:05:52,963|INFO|15596|9616
2019-01-11 19:05:52,963|INFO|15596|320.75914825207246
2019-01-11 19:05:52,963|INFO|15596|0
2019-01-11 19:05:52,963|INFO|15596|-85.8076716615832
2019-01-11 19:05:52,963|INFO|15596|0
2019-01-11 19:05:52,963|INFO|15596|9616
2019-01-11 19:05:52,963|INFO|15596|9850.95147659049
2019-01-11 19:05:52,963|INFO|15596|9850.95147659049
2019-01-11 19:05:52,963|INFO|15596|9594.31058920796
2019-01-11 19:05:52,963|INFO|15596|9616
2019-01-11 19:05:52,963|INFO|15596|320.75914825207246
2019-01-11 19:05:52,963|INFO|15596|0
2019-01-11 19:05:52,963|INFO|15596|-85.8076716615832
2019-01-11 19:05:52,976|INFO|15596|0
2019-01-11 19:05:52,976|INFO|15596|9616
2019-01-11 19:05:52,976|INFO|15596|9850.95147659049
2019-01-11 19:05:52,978|INFO|15596|9616
2019-01-11 19:05:52,978|INFO|15596|320.75914825207246
2019-01-11 19:05:52,978|INFO|15596|0
2019-01-11 19:05:52,978|INFO|15596|-85.8076716615832
2019-01-11 19:05:52,978|INFO|15596|0
2019-01-11 19:05:52,978|INFO|15596|9616
2019-01-11 19:05:52,978|INFO|15596|9850.95147659049
2019-01-11 19:05:52,978|INFO|15596|9616
2019-01-11 19:05:52,978|INFO|15596|320.75914825207246
2019-01-11 19:05:52,978|INFO|15596|0
2019-01-11 19:05:52,978|INFO|15596|-85.8076716615832
2019-01-11 19:05:52,978|INFO|15596|0
2019-01-11 19:05:52,978|INFO|15596|9616
2019-01-11 19:05:52,978|INFO|15596|9850.95147659049
2019-01-11 19:05:52,978|INFO|15596|Round 7: score 9850.95 (9616). Elapsed time: 6.32 sec.
2019-01-11 19:05:53,875|INFO|15596|9040
2019-01-11 19:05:53,875|INFO|15596|316.4421096118874
2019-01-11 19:05:53,875|INFO|15596|0
2019-01-11 19:05:53,875|INFO|15596|-85.8076716615832
2019-01-11 19:05:53,875|INFO|15596|0
2019-01-11 19:05:53,875|INFO|15596|9040
2019-01-11 19:05:53,875|INFO|15596|9270.634437950304
2019-01-11 19:05:53,875|INFO|15596|9616
2019-01-11 19:05:53,875|INFO|15596|320.75914825207246
2019-01-11 19:05:53,875|INFO|15596|0
2019-01-11 19:05:53,875|INFO|15596|-85.8076716615832
2019-01-11 19:05:53,875|INFO|15596|0
2019-01-11 19:05:53,875|INFO|15596|9616
2019-01-11 19:05:53,875|INFO|15596|9850.95147659049
2019-01-11 19:05:53,875|INFO|15596|9850.95147659049
2019-01-11 19:05:53,875|INFO|15596|9270.634437950304
2019-01-11 19:05:53,892|INFO|15596|9616
2019-01-11 19:05:53,892|INFO|15596|320.75914825207246
2019-01-11 19:05:53,892|INFO|15596|0
2019-01-11 19:05:53,892|INFO|15596|-85.8076716615832
2019-01-11 19:05:53,892|INFO|15596|0
2019-01-11 19:05:53,892|INFO|15596|9616
2019-01-11 19:05:53,892|INFO|15596|9850.95147659049
2019-01-11 19:05:53,892|INFO|15596|9616
2019-01-11 19:05:53,892|INFO|15596|320.75914825207246
2019-01-11 19:05:53,892|INFO|15596|0
2019-01-11 19:05:53,892|INFO|15596|-85.8076716615832
2019-01-11 19:05:53,892|INFO|15596|0
2019-01-11 19:05:53,892|INFO|15596|9616
